id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
2012,strategisch,adj,,strategic,Dieses Spiel erfordert strategische Kompetenz.,This game requires strategic competence.,41.053205447095,0.74772459809615
2013,exakt,adj,,exact,Ich möchte kochen und brauche exakt 750 Milliliter Wasser dafür.,I want to cook and I need exactly 750 milliliters of water for it.,40.954638327174,0.893052280404492
2014,fortsetzen,verb,,to continue,Wir werden das Thema morgen fortsetzen.,We will continue this topic tomorrow.,40.954638327174,0.916742483363213
2015,steigern,verb,,"to increase, raise",Die neuen Produkte im Laden steigern den Umsatz.,The new products in the shop increase sales.,40.954638327174,0.900450215490522
2016,Übersetzung,noun,die,translation,Carlos ist für die Übersetzung vom Spanischen ins Deutsche verantwortlich.,Carlos is responsible for the translation from Spanish into German.,40.954638327174,0.653012371270443
2017,womöglich,adv,,possibly,"Womöglich fällt der Unterricht heute aus, weil die Lehrerin krank ist.",Possibly the lessons will be canceled today because the teacher is ill.,40.954638327174,0.880514874747634
2018,Argument,noun,das,argument,"Judith liefert viele Argumente, die für ihre Annahme sprechen.",Judith makes many arguments in favor of her acceptance.,40.9053547672135,0.915484492034323
2019,berühren,verb,,to touch,Beim Küssen berühren sich die Lippen.,"When kissing, the lips touch.",40.9053547672135,0.91602122431118
2020,Kino,noun,das,"cinema, movie theater",Im Kino läuft seit Mittwoch ein Film über den Künstler Egon Schiele.,Since Wednesday a film about the artist Egon Schiele is showing in the cinema.,40.9053547672135,0.884492045938825
2021,Dauer,noun,die,"duration, length",Die Dauer des Experiments beträgt nur 20 Minuten.,The duration of the experiment is only 20 minutes.,40.856071207253,0.911411455591835
2022,klappen,verb,,"to fold, go smoothly, work (out)","Ich habe es lange versucht, aber es klappt einfach nicht.","I’ve been trying for a long time, but it just won’t work.",40.856071207253,0.902692130766429
2023,Polen,noun,das,Poland,"Polen ist ein europäisches Land, das an der Ostsee liegt.",Poland is a European country located on the Baltic Sea.,40.8067876472925,0.894027068116789
2024,golden,adj,,"gold, golden",Sie tragen beide einen goldenen Ring als Zeichen ihrer Liebe.,They both wear a golden ring as a sign of their love.,40.757504087332,0.888088820425445
2025,klären,verb,,"to clear up, clarify, resolve","Der Polizist versucht, den Streit zwischen den beiden wütenden Männern zu klären.",The police officer tries to resolve the dispute between the two angry men.,40.757504087332,0.93194278158927
2026,sauber,adj,,clean,"Das Haus ist bei mir immer sauber, wenn Besuch kommt.",My house is always clean when I’m getting company.,40.757504087332,0.921625586687181
2027,Bahnhof,noun,der,(railway) station,Katharina wartet am Bahnhof auf den Zug nach Leipzig.,Katharina waits at the station for the train to Leipzig.,40.7082205273715,0.881401884854162
2028,Bewertung,noun,die,"assessment, evaluating, evaluation",Der Professor ist für die Bewertung der Prüfung zuständig.,The professor is responsible for evaluating the exam.,40.7082205273715,0.81617694229584
2029,Messung,noun,die,"measuring, measurement","Die Messung zeigt an, dass das Wasser 20 Grad warm ist.",The measurement shows that the water is 20 degrees.,40.7082205273715,0.789874710027634
2030,gewaltig,adj,,"enormous, tremendous, powerful","Die Welle ist so gewaltig, dass sie auf unser Haus am Strand trifft.",The wave is so powerful that it hits our house on the beach.,40.658936967411,0.914850764921034
2031,relevant,adj,,relevant,"Der Professor gibt uns Texte, die für die Prüfung relevant sind.",The professor gives us texts that are relevant for the exam.,40.658936967411,0.852842692776899
2032,Israel,noun,das,Israel,In einigen Religionen gilt Israel als heiliges Land.,In some religions Israel is considered a holy country.,40.6096534074505,0.834540457192976
2033,Lippe,noun,die,lip,Er küsst sie direkt auf die Lippen.,He kisses her right on the lips.,40.6096534074505,0.841099679492518
2034,"Bundesrepublik, BRD",noun,die,Federal Republic (of Germany),Die Bundesrepublik Deutschland wurde 1949 gegründet.,The Federal Republic of Germany was founded in 1949.,40.5603698474901,0.848701664936965
2035,Charakter,noun,der,character,"Sie hat einen guten Charakter, weil sie oft anderen Menschen hilft.",She has a good character because she often helps other people.,40.5603698474901,0.903982294666933
2036,antreten,verb,,"to take up, start",Er tritt das Amt des Präsidenten an.,He’s taking office as president.,40.5110862875296,0.866620299144338
2037,Lehre,noun,die,"apprenticeship, lesson, doctrine",Niklas macht eine Lehre in der Firma seines Vaters.,Niklas is doing an apprenticeship in his father’s company.,40.5110862875296,0.896554605645254
2038,aufpassen,verb,,"to pay attention, take care","Pass bitte auf dich auf, wenn du alleine verreist.",Please take care of yourself when you travel alone.,40.4618027275691,0.878243672294713
2039,Verletzung,noun,die,injury,Wegen ihrer schweren Verletzungen muss Karolin ins Krankenhaus.,"Because of her serious injuries, Karolin has to go to the hospital.",40.4618027275691,0.876162217022005
2040,CSU (Christlich-Soziale Union),noun,die,CSU,Die CSU tritt ausschließlich in Bayern an.,The CSU will compete exclusively in Bavaria.,40.3632356076481,0.594432025108029
2041,Direktor,noun,der,director,Der Direktor der Klinik kündigt Veränderungen für die Zukunft an.,The director of the clinic announces changes for the future.,40.3632356076481,0.849849793281636
2042,enttäuschen,verb,,to disappoint,Stephanie ist sehr enttäuscht über ihr schlechtes Ergebnis in der Prüfung.,Stephanie is very disappointed about her bad result in the test.,40.3632356076481,0.909403350487663
2043,fangen,verb,,to catch,Sie fängt den Ball.,She catches the ball.,40.3632356076481,0.914255348467403
2044,Träne,noun,die,tear,"Sie hat Tränen in den Augen, weil sie weint.",She has tears in her eyes because she’s crying.,40.3632356076481,0.838349368321539
2045,damalig,adj,,at that time,Unser damaliges Haus stand direkt an einem Wald.,Our house at that time stood directly next to a forest.,40.3139520476876,0.908757536839347
2046,dreißig,num,,thirty,Nick wird in diesem Jahr dreißig Jahre alt.,Nick turns thirty this year.,40.3139520476876,0.874631574117739
2047,mathematisch,adj,,mathematical,"Um die Höhe der Brücke zu bestimmen, wendet Max eine mathematische Formel an.","To determine the height of the bridge, Max uses a mathematical formula.",40.3139520476876,0.764660954911183
2048,Pflicht,noun,die,duty,"Jeder Mensch hat Rechte, aber auch Pflichten dem Staat gegenüber.","Everyone has rights, but also duties toward the state.",40.2646684877271,0.886764001319214
2049,realisieren,verb,,"to realize, bring about",Die Menschen müssen den schlechten Zustand der Erde endlich realisieren.,People must finally realize the bad state of the earth.,40.2646684877271,0.873942308008816
2050,einrichten,verb,,to furnish,Matthias richtet seine neue Wohnung ein.,Matthias furnishes his new apartment.,40.2153849277666,0.92983316846427
2051,Käufer,noun,der,buyer,Der Käufer dieses Hauses bezahlt viel Geld.,The buyer of this house pays a lot of money.,40.2153849277666,0.743677136185117
2052,Rennen,noun,das,race,Die Fahrer bereiten sich auf das Rennen durch die Berge vor.,The drivers are preparing for the race through the mountains.,40.2153849277666,0.764946669730929
2053,Täter,noun,der,"culprit, perpetrator","Der Zeuge gibt an, den Täter zu kennen.",The witness claims to know the perpetrator.,40.2153849277666,0.818801170378028
2054,befreien,verb,,to free,Ann-Katrin befreit das Tier aus der Falle.,Ann-Katrin frees the animal from the trap.,40.1661013678061,0.921157468739613
2055,ordnen,verb,,"to arrange, sort",Der Student arbeitet in der Bibliothek und ordnet die Bücher nach den Namen ihrer Autoren.,The student works in the library and arranges the books according to the names of their authors.,40.1661013678061,0.892618839814194
2056,Bezeichnung,noun,die,"name, term",Medizinische Bezeichnungen sind meist nicht auf deutsch.,Medical names are usually not in German.,40.1168178078456,0.855438090314689
2057,verteidigen,verb,,to defend,Der Anwalt verteidigt den Täter vor Gericht.,The lawyer defends the perpetrator in court.,40.1168178078456,0.895231360721052
2058,Anlass,noun,der,"occasion, cause",Was ist der Anlass für deinen Besuch?,What’s the occasion for your visit?,40.0675342478851,0.916173558566678
2059,medial,adj,,media,Die Firma macht jetzt auch medial Werbung.,The company is now also doing media advertising.,40.0182506879246,0.4134215662752
2060,hauptsächlich,adj,,"mainly, mostly",Viele Babys schlafen und essen hauptsächlich.,Many babies sleep and eat mostly.,39.9196835680036,0.900073451896857
2061,Hersteller,noun,der,"manufacturer, producer",Der Hersteller des Produkts garantiert eine gute Qualität.,The manufacturer of the product guarantees good quality.,39.9196835680036,0.833148492227909
2062,normalerweise,adv,,"normally, usually","Normalerweise fährt Stephanie nicht mit der Bahn, aber heute regnet es.","Stephanie doesn’t usually take the train, but it’s raining today.",39.9196835680036,0.928129059307685
2063,Motiv,noun,das,motive,Das Motiv des Täters ist Geld.,The perpetrator’s motive is money.,39.8704000080431,0.868430492134819
2064,Auswahl,noun,die,"choice, selection",Ich habe eine große Auswahl an Kleidern für die Party und muss mich für eins davon entscheiden.,I have a large choice of dresses for the party and I have to choose one of them.,39.8211164480826,0.896706426684104
2065,markieren,verb,,to mark,"Ich markiere die wichtigsten Sätze im Text, damit ich sie später schnell finde.",I mark the most important sentences in the text so that I can quickly find them later.,39.7718328881221,0.812892265190519
2066,mehrfach,adj,,"multiple, several",Die Knochen im Bein des Patienten sind mehrfach gebrochen.,The bones in the patient’s leg are broken several times.,39.7718328881221,0.906291094887285
2067,Rang,noun,der,"standing, status",Kunst hat für Maike einen höheren Rang als die Wissenschaft.,"For Maike, art has a higher status than science.",39.7718328881221,0.812235445361803
2068,rennen,verb,,to run,"Die Kinder rennen sehr schnell, damit sie den Bus nicht verpassen.",The children run very fast so they don’t miss the bus.,39.7718328881221,0.855254269191365
2069,herausfinden,verb,,to find out,"Wir müssen herausfinden, was gerade passiert.",We need to find out what’s happening right now.,39.7225493281616,0.903619476406931
2070,nahezu,adv,,"nearly, almost",Nina gibt im Urlaub nahezu ihr gesamtes Geld aus.,Nina spends almost all her money on vacation.,39.7225493281616,0.931646368066809
2071,benennen,verb,,to name,Die Schule ist nach Thomas Mann benannt.,The school is named after Thomas Mann.,39.6732657682011,0.893052154731744
2072,Schrift,noun,die,"script, handwriting",Der Lehrer kann die Schrift von Thomas nicht lesen.,The teacher cannot read Thomas’ handwriting.,39.6732657682011,0.781876124348467
2073,Silbe,noun,die,syllable,Das Wort “Liebe” besteht aus zwei Silben.,The word “Liebe” consists of two syllables.,39.6732657682011,0.197255377281753
2074,Anstieg,noun,der,"rise, increase",Der Anstieg der Kosten für Wohnungen in der Stadt ist enorm.,The increase in the cost of housing in the city is enormous.,39.6239822082406,0.686673924060009
2075,Kurve,noun,die,"curve, turn",Die Straße macht eine Kurve nach links.,The road takes a turn to the left.,39.6239822082406,0.851277808237631
2076,Auftritt,noun,der,"appearance, entrance",Der Auftritt der Schüler beginnt um achtzehn Uhr im Aachener Theater.,The performance of the students begins at six o’clock in the Aachen theater.,39.5746986482801,0.878856071097898
2077,integrieren,verb,,to integrate,Ahmad und seine Familie haben sich sehr gut in Deutschland integriert.,Ahmad and his family have integrated very well in Germany.,39.5746986482801,0.86542272216813
2078,Saga,noun,die,saga,Die isländischen Sagas gehören zum nationalen Kulturerbe des Landes.,The Icelandic sagas belong to the national cultural heritage of the country.,39.5746986482801,0.288044360027172
2079,anmelden,verb,,"to register, sign up",Bis nächsten Monat sollten Sie sich für das Seminar anmelden.,You should register for the seminar by next month.,39.5254150883196,0.726860438585173
2080,gerecht,adj,,"just, fair","Der Richter versucht, ein gerechtes Urteil zu sprechen.",The judge is trying to reach a fair verdict.,39.5254150883196,0.901466181789355
2081,unendlich,adj,,"endless, infinite","Etwas, was räumlich und zeitlich keine Grenzen hat, ist unendlich.",Something that has no spatial and temporal limits is infinite.,39.4761315283591,0.894902987141258
2082,Bundestag,noun,der,Bundestag,Der Bundestag ist das Organ der Bundesrepublik Deutschland und befindet sich in Berlin.,The Bundestag is the body of the Federal Republic of Germany and is located in Berlin.,39.4268479683986,0.834266560791252
2083,literarisch,adj,,literary,James Joyces Roman Ulysses ist ein berühmtes literarisches Werk.,James Joyce’s novel Ulysses is a famous literary work.,39.4268479683986,0.768547897487243
2084,Bewusstsein,noun,das,consciousness,Der Patient verliert das Bewusstsein.,The patient loses consciousness.,39.3775644084381,0.891478522703384
2085,Stiftung,noun,die,"foundation, institute, donation","Meine Mutter leitet eine Stiftung, die wilden Hunden hilft.",My mother runs a foundation that helps wild dogs.,39.3775644084381,0.814257542233054
2086,Erhöhung,noun,die,increase,Wegen der Erhöhung der Kosten ziehen viele Leute aus dem Haus aus.,Many people move out of the house because of the increase in costs.,39.3282808484776,0.795517302242118
2087,GmbH,noun,die,"limited liability company, Ltd",Fabian gründet eine GmbH und sucht weitere Mitarbeiter.,Fabian is founding a limited liability company and is looking for further employees.,39.3282808484776,0.694111342465795
2088,ungewöhnlich,adj,,unusual,Sabrina ist ungewöhnlich klug für ihr Alter.,Sabrina is unusually smart for her age.,39.2789972885171,0.93213341752993
2089,Fest,noun,das,"festival, celebration",Jeder ist zu dem Fest eingeladen.,Everybody’s invited to the celebration.,39.2297137285566,0.820462668693939
2090,Anforderung,noun,die,"requirement, demand, standard","Sie findet keinen Mann, weil sie zu hohe Anforderungen hat.",She can’t find a man because her standards are too high.,39.1804301685961,0.821108529654425
2091,männlich,adj,,male,"In dem Team gibt es nur männliche Spieler, deswegen kann Anna nicht mitmachen.","There are only male players on the team, so Anna can’t participate.",39.1804301685961,0.863428746266144
2092,Training,noun,das,training,Nach dem harten Training wird die Mannschaft das Spiel sicher gewinnen.,After the hard training the team will surely win the game.,39.1804301685961,0.786877544786172
2093,vorgehen,verb,,"to go on, go ahead, be fast, have priority","Während Anja noch an der Kasse ansteht, gehen ihre Freunde schon vor zum nächsten Geschäft.","While Anja is still queuing up at the checkout, her friends are already going ahead to the next store.",39.0818630486751,0.917156810564422
2094,Arbeitslosigkeit,noun,die,unemployment,Die Arbeitslosigkeit in Deutschland ist in den letzten Jahren gesunken.,Unemployment in Germany has fallen in recent years.,39.0325794887146,0.67349543846824
2095,Brot,noun,das,bread,Morgens isst Thorben immer eine Scheibe Brot und trinkt einen Kaffee.,In the morning Thorben always eats a slice of bread and drinks a coffee.,39.0325794887146,0.845937365528712
2096,Geburt,noun,die,birth,Sie sind gut auf die Geburt ihres Kindes vorbereitet.,They are well prepared for the birth of their child.,39.0325794887146,0.871531366180315
2097,Hunger,noun,der,hunger,"Die Bauern suchen nach Wegen, um den Hunger zu bekämpfen.",The farmers are looking for ways to fight hunger.,39.0325794887146,0.859673586396795
2098,jüdisch,adj,,Jewish,Hannah Arendt war eine jüdische Philosophin und Autorin.,Hannah Arendt was a Jewish philosopher and author.,39.0325794887146,0.861853045112912
2099,Umfeld,noun,das,"milieu, environment",Ein Kind sollte in einem Umfeld voller Liebe aufwachsen.,A child should grow up in an environment full of love.,39.0325794887146,0.900585597149882
2100,allzu,adv,,overly,Jannik ist ein allzu neugieriges Kind.,Jannik is an overly curious child.,38.9832959287541,0.926535784295217
2101,Graf,noun,der,"count, earl",Der Graf und die Gräfin wohnen in einem Schloss.,The count and the countess live in a castle.,38.9832959287541,0.496343012258742
2102,Indien,noun,das,India,In Indien reist man am besten mit dem Zug.,The best way to travel in India is by train.,38.9832959287541,0.833974274811101
2103,lohnen (sich),verb,,to be worth it,Nachts die Sterne zu betrachten lohnt sich immer.,Looking at the stars at night is always worth it.,38.9832959287541,0.925287346824052
2104,optisch,adj,,"optical, visual",Die optische Gestaltung des Zimmers gefällt mir sehr gut.,I like the visual design of the room very much.,38.9832959287541,0.704828182162991
2105,militärisch,adj,,military,"Die Staaten wollen es vermeiden, den Konflikt militärisch zu lösen.",The states want to avoid resolving the conflict militarily.,38.9340123687936,0.839170075536494
2106,Mühe,noun,die,"effort, trouble",Herr Schmidt gibt sich immer große Mühe.,Mr. Schmidt always makes great efforts.,38.9340123687936,0.90774581117158
2107,unterbrechen,verb,,to interrupt,Der Film im Fernsehen wird durch Werbung unterbrochen.,The film on television is interrupted by advertising.,38.9340123687936,0.900971841422291
2108,grundlegend,adj,,"basic, fundamental",Das Gesetz wird eine grundlegende Veränderung bewirken.,The law will cause a fundamental change.,38.8354452488726,0.881392308219909
2109,Boot,noun,das,boat,Im Sommer fährt Felix mit seinem Boot auf der Donau von Deutschland nach Österreich.,In summer Felix travels with his boat on the Danube from Germany to Austria.,38.7861616889121,0.875063827984586
2110,Dutzend,noun,das,dozen,Sechs ist ein halbes Dutzend.,Six is half a dozen.,38.7861616889121,0.891977402351391
2111,zurückziehen,verb,,to withdraw,Seine Tochter übernimmt seinen Platz und er zieht sich aus der Firma zurück.,His daughter takes his place and he withdraws from the company.,38.7861616889121,0.91903636132893
2112,klopfen,verb,,"to knock, beat","Thomas klopft immer dreimal an meine Tür, bevor er eintritt.",Thomas always knocks three times on my door before entering.,38.7368781289516,0.851640940697903
2113,nachweisen,verb,,to prove,"Um Geld vom Staat zu bekommen, müssen Studenten nachweisen, dass sie an einer Universität studieren.","To get money from the state, students have to prove that they are studying at a university.",38.7368781289516,0.896670420260052
2114,Wolke,noun,die,cloud,Die Sonne verschwindet hinter den Wolken.,The sun disappears behind the clouds.,38.7368781289516,0.845707759367479
2115,aufmachen,verb,,to open,"Er macht das Fenster auf, weil die Luft so schlecht ist.",He opens the window because the air is so bad.,38.6875945689911,0.897449542347821
2116,kennzeichnen,verb,,"to characterize, mark",Ich habe die Fehler im Text gekennzeichnet.,I have marked the mistakes in the text.,38.6875945689911,0.863575200008471
2117,Jugend,noun,die,youth,In der Jugend ist man weder Kind noch Erwachsener.,"In youth, you’re neither a child nor an adult.",38.6383110090306,0.909540136261889
2118,wundern (sich),verb,,"to be surprised, wonder",Christian wundert sich über die niedrigen Preise im Restaurant.,Christian is surprised about the low prices in the restaurant.,38.6383110090306,0.904604711465708
2119,Interpretation,noun,die,interpretation,Zu dem Gedicht existieren verschiedene Interpretationen.,There exist various interpretations of the poem.,38.5890274490701,0.747385583774813
2120,Leber,noun,die,liver,"Die Leber ist ein Organ, das dabei hilft, Alkohol abzubauen.",The liver is an organ that helps to break down alcohol.,38.5890274490701,0.482184492790081
2121,Stellung,noun,die,"position, standing",Christians Vater besetzt eine hohe Stellung im Parlament.,Christian’s father occupies a high position in parliament.,38.5890274490701,0.874683834211096
2122,aufheben,verb,,"to pick up, keep, lift","Ich hebe alle Briefe auf, die mein Freund mir schickt.",I keep all the letters my friend sends me.,38.5397438891096,0.932575601625677
2123,Belastung,noun,die,"load, strain",Die Autos stellen eine große Belastung für die Umwelt dar.,Cars are a great strain on the environment.,38.4904603291491,0.851609564641583
2124,heilig,adj,,holy,In Indien ist die Kuh ein heiliges Tier.,"In India, the cow is a holy animal.",38.4904603291491,0.874710586261265
2125,Umfang,noun,der,"circumference, size, extent, length",Monikas Text hat einen Umfang von 100 Seiten.,Monika’s text has a length of 100 pages.,38.4904603291491,0.858913359863551
2126,Beobachtung,noun,die,observation,Laut seiner Beobachtungen können auch einige Tiere lachen.,"According to his observations, some animals can also laugh.",38.4411767691886,0.86243213374254
2127,erfinden,verb,,to invent,Sie wollen ein neues umweltfreundliches Material erfinden.,They want to invent a new environmentally friendly material.,38.4411767691886,0.908988332552126
2128,erfordern,verb,,"to require, demand",Gute Noten in der Schule erfordern gute Leistungen der Schüler.,Good grades at school require good performance by the students.,38.4411767691886,0.890981720566037
2129,Gebrauch,noun,der,use,Der Gebrauch von Waffen ist in Deutschland nur unter bestimmten Bedingungen erlaubt.,The use of weapons is only permitted in Germany under certain conditions.,38.4411767691886,0.765573116902966
2130,Landtag,noun,der,parliament,Der Landtag des Freistaats Sachsen hat seinen Sitz in Dresden.,The parliament of the Free State of Saxony has its headquarters in Dresden.,38.4411767691886,0.348899566694288
2131,Verkehr,noun,der,traffic,Das Gesetz schränkt den Verkehr innerhalb der Städte ein.,The law restricts the traffic within cities.,38.4411767691886,0.87967782774278
2132,aufhalten,verb,,"to stop, hold up, delay",Nichts auf der Welt kann uns aufhalten.,Nothing on earth can stop us.,38.3918932092281,0.924714504961305
2133,schneiden,verb,,to cut,Mein Freund schneidet das Brot fürs Frühstück.,My boyfriend cuts the bread for breakfast.,38.3918932092281,0.853360755999133
2134,Kauf,noun,der,purchase,Der Kauf eines neuen Autos ist teuer.,The purchase of a new car is expensive.,38.3426096492676,0.838683651644037
2135,Öl,noun,das,oil,Es gibt nur noch wenig Öl auf der Welt.,There is only a little oil left in the world.,38.3426096492676,0.828184275532293
2136,Betrag,noun,der,amount,Alexander bezahlt den Betrag von zehn Euro an der Kasse.,Alexander pays the amount of ten euros at the cash desk.,38.2933260893071,0.830066432066223
2137,"herauskommen, rauskommen",verb,,to come out,"Max kommt heraus, um mit dem Kind der Nachbarin zu spielen.",Max comes out to play with the neighbor’s child.,38.2933260893071,0.901653097287928
2138,Fahrrad,noun,das,bicycle,Ich fahre mit dem Fahrrad zur Universität.,I ride my bicycle to the university.,38.2440425293466,0.875625451401658
2139,Koordination,noun,die,coordination,"Anna macht Sport, um die Koordination ihrer Bewegungen zu verbessern.",Anna does sport to improve the coordination of her movements.,38.2440425293466,0.400429377781105
2140,Nutzung,noun,die,use,Früher war die Nutzung von Handys in Krankenhäusern verboten.,"In the past, the use of mobile phones in hospitals was prohibited.",38.2440425293466,0.832907875998198
2141,Park,noun,der,park,"Die Studenten treffen sich im Park, um die Sonne zu genießen.",The students meet in the park to enjoy the sun.,38.1947589693861,0.888014940162358
2142,resultieren,verb,,to result,Ihre guten Noten resultieren aus intensivem Lernen.,Her good grades result from intense learning.,38.1947589693861,0.842053149756341
2143,schmecken,verb,,to taste,Wie schmeckt das Essen?,What does the food taste like?,38.1947589693861,0.896065201931699
2144,starren,verb,,to stare,"Die Menschen starren auf die Straße, dort ist gerade ein Unfall passiert.","People are staring at the road, there’s just been an accident.",38.1947589693861,0.805411372994054
2145,verpassen,verb,,to miss,"Thomas verpasst den Anruf, weil er in der Bibliothek ist.",Thomas is missing the call because he’s in the library.,38.1947589693861,0.842156900333944
2146,vorwerfen,verb,,"to accuse, reproach","Ihm wird vorgeworfen, keine Steuern gezahlt zu haben.",They accuse him of not paying taxes.,38.1947589693861,0.866421728714151
2147,Bauch,noun,der,belly,Er schläft lieber auf dem Bauch als auf dem Rücken.,He prefers to sleep on his belly rather than his back.,38.1454754094256,0.878292068933655
2148,Verkauf,noun,der,sale,Das Haus steht zum Verkauf.,The house is for sale.,38.1454754094256,0.843475629273648
2149,Vorbereitung,noun,die,preparation,Die Lehrerin wird auch für die Vorbereitung des Unterrichts bezahlt.,The teacher is also paid for the preparation of the lessons.,38.1454754094256,0.908027518826484
2150,ausrichten,verb,,"to tell, align, line up, send",Martin richtet seiner Mutter die Grüße aus.,Martin sends his mother his regards.,38.0961918494651,0.925018715281773
2151,rühren,verb,,"to stir, move",Sie rührt Milch in ihren Kaffee.,She stirs milk into her coffee.,38.0961918494651,0.881201830609622
2152,Trend,noun,der,trend,Bei diesem Phänomen handelt es sich um einen europäischen Trend.,This phenomenon is a European trend.,38.0961918494651,0.895705373120159
2153,aktivieren,verb,,"to mobilize, activate",Das Sicherheitssystem ist installiert und kann per Handy aktiviert werden.,The safety system is installed and can be activated by phone.,38.0469082895046,0.614622705257298
2154,Mechanismus,noun,der,mechanism,Der Mechanismus verschließt die Türen automatisch.,The mechanism locks the doors automatically.,38.0469082895046,0.720843310082898
2155,Nutzen,noun,der,"benefit, profit, use",Die Arbeit ist relativ gering im Vergleich zum Nutzen.,The work is relatively small in comparison to the benefit.,38.0469082895046,0.79721177754335
2156,Hose,noun,die,"trousers, pants","Sie kann sich nicht entscheiden, ob sie ein Kleid oder eine Hose tragen möchte.",She can’t decide if she wants to wear a dress or pants.,37.9976247295441,0.881312803411141
2157,lügen,verb,,to (tell a) lie,"Wenn Markus lügt, wird sein Gesicht rot.","When Markus lies, his face turns red.",37.9976247295441,0.87215091827792
2158,ansetzen,verb,,"to position, estimate, fix",Der Termin war ursprünglich für Freitag angesetzt.,The meeting was originally fixed for Friday.,37.9483411695836,0.924002007950078
2159,arabisch,adj,,"Arabian, Arabic",Viele arabische Länder haben eine starke Ölindustrie.,Many Arab countries have a strong oil industry.,37.8990576096231,0.878002862862822
2159,arabisch,noun,das,Arabic,Arabisch hat viele regionale Unterschiede.,Arabic has many regional differences.,37.8990576096231,0.878002862862822
2160,mischen,verb,,"to mix, blend",Annette mischt ihr Bier immer mit Cola.,Annette always mixes her beer with Coke.,37.8990576096231,0.940119201357116
2161,beruhen,verb,,to be based,Die Rede der Politikerin beruht auf Fakten.,The politician’s speech is based on facts.,37.8497740496626,0.890438244426644
2162,Japan,noun,das,Japan,"Japan besteht aus mehreren Inseln, die vor der Küste Chinas und Russlands liegen.",Japan consists of several islands that lie off the coast of China and Russia.,37.8497740496626,0.881383513793343
2163,City,noun,die,city center,In der City gibt es viele Geschäfte.,There are many shops in the city center.,37.8004904897021,0.780952708229829
2164,Klausur,noun,die,exam,Am Ende des Semesters schreiben die Studenten in jedem Seminar eine Klausur.,"At the end of the semester, students write a written exam in each seminar.",37.8004904897021,0.747136916693106
2165,innen,adv,,inside,Durch die Sonne ist das Auto innen sehr warm.,Due to the sun the car is very warm inside.,37.7512069297416,0.884506130537641
2166,Membran,noun,die,membrane,Jede Zelle des Körpers ist von einer dünnen Membran umgeben.,Every cell of the body is surrounded by a thin membrane.,37.7512069297416,0.581082050018624
2167,Metall,noun,das,metal,Gold ist ein besonders wertvolles Metall.,Gold is a particularly valuable metal.,37.7512069297416,0.7395026161897
2168,Netzwerk,noun,das,network,Sie teilt das Video auf verschiedenen sozialen Netzwerken.,She shares the video on several social networks.,37.7512069297416,0.879298719550568
2169,systematisch,adj,,systematic,In vielen Ländern werden politische Gegner systematisch verfolgt.,Political opponents are systematically persecuted in many countries.,37.7512069297416,0.881322696714925
2170,Technologie,noun,die,technology,Die ausländischen Unternehmen bringen Wissen und Technologie ins Land.,Foreign companies bring knowledge and technology into the country.,37.7019233697811,0.862185024299857
2171,Trennung,noun,die,separation,Eine Trennung kommt für das Paar nicht in Frage.,A separation is not an option for the couple.,37.7019233697811,0.796381091269028
2172,E-Mail,noun,"die, das",e-mail,Eine E-Mail ist schneller und praktischer als ein Brief.,An e-mail is faster and more practical than a letter.,37.6526398098207,0.885720695134657
2173,mitmachen,verb,,"to join in, take part",Beide Kinder machen beim Konzert der Schule mit.,Both children are taking part in the school concert.,37.6526398098207,0.887226561099637
2174,Manager,noun,der,manager,Die Gäste beschweren sich beim Manager des Hotels.,The guests complain to the hotel manager.,37.6033562498602,0.848960812801787
2175,Oma,noun,die,grandma,Meine Oma erzählt mir oft Geschichten vom Krieg.,My grandma often tells me stories about the war.,37.6033562498602,0.788708505428317
2176,Umfrage,noun,die,survey,Die Teilnehmer an der Umfrage erhalten ein kleines Geschenk.,The participants of the survey receive a small gift.,37.5540726898997,0.804785100451388
2177,Operation,noun,die,"operation, surgery",Nach der Operation am Arm hat Jan keine Schmerzen mehr.,After his arm surgery Jan has not had any more pain.,37.5047891299392,0.833482196275315
2178,Probe,noun,die,"sample, test, rehearsal",Die Ärzte nehmen eine Probe seines Blutes.,The doctors are taking a sample of his blood.,37.5047891299392,0.819849908287622
2179,bedienen,verb,,"to serve, operate",Nur Frau Meyer kann diese Maschine bedienen.,Only Mrs. Meyer is able to operate this machine.,37.4555055699787,0.936646498500501
2180,Mut,noun,der,courage,"Sie brauchen viel Mut, um im Ausland ein neues Leben zu beginnen.",They need a lot of courage to start a new life abroad.,37.4555055699787,0.906601620416382
2181,nachhaltig,adj,,"lasting, sustainable",Wir haben nur eine Erde und sollten nachhaltige Ideen fördern.,We only have one earth and should promote sustainable ideas.,37.4555055699787,0.872379004962409
2182,zusehen,verb,,to watch,Die Eltern möchten beim Training ihrer Kinder zusehen.,The parents would like to watch their children train.,37.4555055699787,0.882819420523141
2183,bevorzugen,verb,,to prefer,Ich würde ein Haus mit Garten bevorzugen.,I would prefer a house with a garden.,37.4062220100182,0.87686926734832
2184,hierzu,adv,,"with it, concerning this",Bernd hat hierzu noch viele Fragen.,Bernd still has many questions concerning this.,37.4062220100182,0.787249623209197
